Time, Humidity, Temperature, Salinity
48881, 35.0, 21.0, 32.7762
49406, 35.0, 21.0, 32.7762
49930, 35.0, 21.0, 32.7762
50450, 35.0, 21.0, 32.7762
50974, 35.0, 21.0, 31.8233
51499, 35.0, 21.0, 31.8233
52019, 35.0, 21.0, 31.8233
52543, 35.0, 21.0, 31.8233
53067, 35.0, 21.0, 31.8233
53592, 35.0, 21.0, 32.7762
54112, 35.0, 21.0, 32.7762
54636, 35.0, 21.0, 32.7762
55161, 35.0, 21.0, 32.7762
55680, 35.0, 21.0, 32.7762
56205, 35.0, 21.0, 33.7291
56730, 35.0, 21.0, 32.7762
57253, 35.0, 21.0, 32.7762
57774, 35.0, 21.0, 32.7762
58297, 35.0, 21.0, 33.7291
58822, 35.0, 21.0, 32.7762
59342, 35.0, 21.0, 32.7762
59866, 35.0, 21.0, 31.8233
60390, 35.0, 21.0, 31.8233
60911, 35.0, 21.0, 32.7762
61435, 35.0, 21.0, 32.7762
61960, 35.0, 21.0, 32.7762
62483, 35.0, 21.0, 32.7762
63004, 35.0, 21.0, 32.7762
63529, 35.0, 21.0, 32.7762
64053, 35.0, 21.0, 32.7762
64573, 35.0, 21.0, 33.7291
65097, 35.0, 21.0, 32.7762
65623, 35.0, 21.0, 31.8233
66141, 35.0, 21.0, 31.8233
66665, 35.0, 21.0, 32.7762
67189, 35.0, 21.0, 33.7291
67713, 35.0, 21.0, 33.7291
68234, 35.0, 21.0, 32.7762
68758, 35.0, 21.0, 32.7762
69282, 35.0, 21.0, 32.7762
69803, 35.0, 21.0, 32.7762
70328, 35.0, 21.0, 32.7762
70852, 35.0, 21.0, 32.7762
71372, 35.0, 21.0, 33.7291
71896, 35.0, 21.0, 32.7762
72419, 35.0, 21.0, 32.7762
72945, 35.0, 21.0, 32.7762
73464, 35.0, 21.0, 32.7762
73988, 35.0, 21.0, 32.7762
74512, 35.0, 21.0, 32.7762
75033, 35.0, 21.0, 32.7762
75557, 35.0, 21.0, 32.7762
76081, 35.0, 21.0, 32.7762
76601, 35.0, 21.0, 32.7762
77125, 35.0, 21.0, 31.8233
77650, 35.0, 21.0, 31.8233
78174, 35.0, 21.0, 31.8233
78694, 35.0, 21.0, 31.8233
79218, 35.0, 21.0, 32.7762
79743, 35.0, 21.0, 32.7762
80263, 35.0, 21.0, 33.7291
80788, 35.0, 21.0, 33.7291
81312, 35.0, 21.0, 32.7762
81835, 35.0, 21.0, 33.7291
82356, 35.0, 21.0, 33.7291
82880, 35.0, 21.0, 33.7291
83404, 35.0, 21.0, 33.7291
83924, 35.0, 21.0, 33.7291
84450, 35.0, 21.0, 33.7291
84974, 35.0, 21.0, 32.7762
85494, 35.0, 21.0, 33.7291
86018, 35.0, 21.0, 33.7291
86542, 35.0, 21.0, 33.7291
87066, 35.0, 21.0, 32.7762
87586, 35.0, 21.0, 33.7291
88110, 35.0, 21.0, 32.7762
88634, 35.0, 21.0, 32.7762
89155, 35.0, 21.0, 32.7762
89679, 35.0, 21.0, 32.7762
90203, 35.0, 21.0, 32.7762
90723, 35.0, 21.0, 31.8233
91247, 35.0, 21.0, 32.7762
91772, 35.0, 21.0, 32.7762
92296, 35.0, 21.0, 31.8233
92816, 35.0, 21.0, 31.8233
93340, 35.0, 21.0, 32.7762
93865, 35.0, 21.0, 33.7291
94385, 35.0, 21.0, 32.7762
94909, 35.0, 21.0, 32.7762
95433, 35.0, 21.0, 33.7291
95953, 35.0, 21.0, 32.7762
96478, 35.0, 21.0, 32.7762
97002, 35.0, 21.0, 32.7762
97526, 35.0, 21.0, 33.7291
98046, 35.0, 21.0, 32.7762
98572, 35.0, 21.0, 32.7762
99095, 35.0, 21.0, 32.7762
99616, 35.0, 21.0, 32.7762
100140, 35.0, 21.0, 32.7762
100664, 35.0, 21.0, 32.7762
101184, 35.0, 21.0, 33.7291
101708, 35.0, 21.0, 33.7291
102232, 35.0, 21.0, 32.7762
102756, 35.0, 21.0, 32.7762
103277, 35.0, 21.0, 32.7762
103802, 35.0, 21.0, 33.7291
104325, 35.0, 21.0, 33.7291
104846, 35.0, 21.0, 33.7291
105369, 35.0, 21.0, 33.7291
105894, 35.0, 21.0, 32.7762
106414, 35.0, 21.0, 32.7762
106938, 35.0, 21.0, 33.7291
107462, 35.0, 21.0, 32.7762
107987, 35.0, 21.0, 33.7291
108507, 35.0, 21.0, 32.7762
109031, 35.0, 21.0, 32.7762
109555, 35.0, 21.0, 31.8233
110075, 35.0, 21.0, 33.7291
110600, 35.0, 21.0, 33.7291
111124, 35.0, 21.0, 33.7291
111644, 35.0, 21.0, 33.7291
112168, 35.0, 21.0, 33.7291
112693, 35.0, 21.0, 33.7291
113217, 35.0, 21.0, 33.7291
113737, 35.0, 21.0, 33.7291
114261, 35.0, 21.0, 34.6819
114785, 35.0, 21.0, 32.7762
115306, 35.0, 21.0, 33.7291
115830, 35.0, 21.0, 33.7291
116354, 35.0, 21.0, 33.7291
116878, 35.0, 21.0, 32.7762
117398, 35.0, 21.0, 32.7762
117923, 35.0, 21.0, 32.7762
118447, 35.0, 21.0, 33.7291
118967, 35.0, 21.0, 33.7291
119491, 35.0, 21.0, 33.7291
120016, 35.0, 21.0, 33.7291
120536, 35.0, 21.0, 32.7762
121060, 35.0, 21.0, 33.7291
121584, 35.0, 21.0, 33.7291
122109, 35.0, 21.0, 33.7291
122629, 35.0, 21.0, 33.7291
123153, 35.0, 21.0, 33.7291
123677, 35.0, 21.0, 34.6819
124197, 35.0, 21.0, 33.7291
124722, 35.0, 21.0, 34.6819
125247, 35.0, 21.0, 33.7291
125766, 35.0, 21.0, 33.7291
126290, 35.0, 21.0, 33.7291
126814, 35.0, 21.0, 33.7291
127339, 35.0, 21.0, 32.7762
127859, 35.0, 21.0, 33.7291
128383, 35.0, 21.0, 33.7291
128907, 35.0, 21.0, 33.7291
129428, 35.0, 21.0, 34.6819
129953, 35.0, 21.0, 33.7291
130477, 35.0, 21.0, 33.7291
130996, 35.0, 21.0, 33.7291
131520, 35.0, 21.0, 32.7762
132045, 35.0, 21.0, 33.7291
132569, 35.0, 21.0, 33.7291
133089, 35.0, 21.0, 33.7291
133613, 35.0, 21.0, 33.7291
134138, 35.0, 21.0, 32.7762
134658, 35.0, 21.0, 32.7762
135183, 35.0, 21.0, 32.7762
135707, 35.0, 21.0, 32.7762
136226, 35.0, 21.0, 32.7762
136752, 35.0, 21.0, 32.7762
137276, 35.0, 21.0, 32.7762
137800, 35.0, 21.0, 33.7291
138320, 35.0, 21.0, 33.7291
138845, 35.0, 21.0, 33.7291
139368, 35.0, 21.0, 33.7291
139888, 35.0, 21.0, 32.7762
140412, 35.0, 21.0, 33.7291
140936, 35.0, 21.0, 32.7762
141457, 35.0, 21.0, 33.7291
141981, 35.0, 21.0, 32.7762
142505, 35.0, 21.0, 32.7762
143029, 35.0, 21.0, 33.7291
143550, 35.0, 21.0, 32.7762
144074, 35.0, 21.0, 32.7762
144598, 35.0, 21.0, 32.7762
145119, 35.0, 21.0, 31.8233
145642, 35.0, 21.0, 32.7762
146167, 35.0, 21.0, 32.7762
146691, 35.0, 21.0, 32.7762
147212, 35.0, 21.0, 31.8233
147735, 35.0, 21.0, 31.8233
148260, 35.0, 21.0, 31.8233
148780, 35.0, 21.0, 31.8233
149305, 35.0, 21.0, 31.8233
149829, 35.0, 21.0, 30.8704
150348, 35.0, 21.0, 31.8233
150873, 35.0, 21.0, 31.8233
151398, 35.0, 21.0, 31.8233
151921, 35.0, 21.0, 30.8704
152441, 35.0, 21.0, 31.8233
152966, 35.0, 21.0, 31.8233
153490, 35.0, 21.0, 31.8233
154010, 35.0, 21.0, 31.8233
154534, 35.0, 21.0, 31.8233
155058, 35.0, 21.0, 31.8233
155579, 35.0, 21.0, 31.8233
156103, 35.0, 21.0, 31.8233
156627, 35.0, 21.0, 31.8233
157151, 35.0, 21.0, 31.8233
157672, 35.0, 21.0, 31.8233
158196, 35.0, 21.0, 31.8233
158720, 35.0, 21.0, 31.8233
159240, 35.0, 21.0, 31.8233
159764, 35.0, 21.0, 31.8233
160289, 35.0, 21.0, 31.8233
160809, 35.0, 21.0, 31.8233
161333, 35.0, 21.0, 30.8704
161857, 35.0, 21.0, 30.8704
162382, 35.0, 21.0, 31.8233
162902, 35.0, 21.0, 30.8704
163426, 35.0, 21.0, 31.8233
163950, 35.0, 21.0, 31.8233
164471, 35.0, 21.0, 30.8704
164995, 35.0, 21.0, 31.8233
165519, 35.0, 21.0, 31.8233
166039, 35.0, 21.0, 30.8704
166563, 35.0, 21.0, 31.8233
167088, 35.0, 21.0, 31.8233
167612, 35.0, 21.0, 30.8704
168132, 35.0, 21.0, 31.8233
168656, 35.0, 21.0, 31.8233
169180, 35.0, 21.0, 31.8233
169701, 35.0, 21.0, 31.8233
170225, 35.0, 21.0, 30.8704
170749, 35.0, 21.0, 31.8233
171269, 35.0, 21.0, 30.8704
171793, 35.0, 21.0, 31.8233
172318, 35.0, 21.0, 30.8704
172842, 35.0, 21.0, 30.8704
173363, 35.0, 21.0, 30.8704
173886, 35.0, 21.0, 31.8233
174410, 35.0, 21.0, 31.8233
174931, 35.0, 21.0, 31.8233
175455, 35.0, 21.0, 31.8233
175979, 35.0, 21.0, 31.8233
176499, 35.0, 21.0, 31.8233
177026, 35.0, 21.0, 31.8233
177548, 35.0, 21.0, 31.8233
178072, 35.0, 21.0, 31.8233
178593, 35.0, 21.0, 32.7762
179117, 35.0, 21.0, 32.7762
179642, 35.0, 21.0, 31.8233
180161, 35.0, 21.0, 31.8233
180685, 35.0, 21.0, 31.8233
181211, 35.0, 21.0, 31.8233
181735, 35.0, 21.0, 31.8233
182254, 35.0, 21.0, 30.8704
182778, 35.0, 21.0, 31.8233
183302, 35.0, 21.0, 30.8704
183823, 35.0, 21.0, 30.8704
184347, 35.0, 21.0, 30.8704
184871, 35.0, 21.0, 30.8704
185392, 35.0, 21.0, 31.8233
185915, 35.0, 21.0, 31.8233
186440, 35.0, 21.0, 30.8704
186965, 35.0, 21.0, 31.8233
187484, 35.0, 21.0, 31.8233
188008, 35.0, 21.0, 31.8233
188533, 35.0, 21.0, 31.8233
189053, 35.0, 21.0, 31.8233
189577, 35.0, 21.0, 31.8233
190102, 35.0, 21.0, 31.8233
190622, 35.0, 21.0, 31.8233
191146, 36.0, 20.0, 30.8704
191670, 35.0, 21.0, 31.8233
192190, 35.0, 21.0, 31.8233
192714, 35.0, 21.0, 31.8233
193239, 35.0, 21.0, 31.8233
193763, 35.0, 21.0, 30.8704
194284, 35.0, 21.0, 31.8233
194807, 35.0, 21.0, 31.8233
195331, 35.0, 21.0, 30.8704
195852, 35.0, 21.0, 30.8704
196376, 35.0, 21.0, 30.8704
196900, 35.0, 21.0, 30.8704
197424, 35.0, 21.0, 31.8233
197945, 35.0, 21.0, 31.8233
198469, 35.0, 21.0, 31.8233
198993, 35.0, 21.0, 30.8704
199513, 35.0, 21.0, 31.8233
200037, 35.0, 21.0, 31.8233
200562, 35.0, 21.0, 30.8704
201082, 35.0, 21.0, 31.8233
201606, 35.0, 21.0, 30.8704
202130, 35.0, 21.0, 31.8233
202655, 35.0, 21.0, 31.8233
203175, 35.0, 21.0, 31.8233
203699, 35.0, 21.0, 31.8233
204223, 35.0, 21.0, 31.8233
204743, 36.0, 20.0, 31.8233
205269, 35.0, 21.0, 31.8233
205792, 35.0, 21.0, 31.8233
206312, 35.0, 21.0, 32.7762
206836, 35.0, 21.0, 32.7762
207361, 35.0, 21.0, 32.7762
207885, 35.0, 21.0, 31.8233
208405, 35.0, 21.0, 31.8233
208929, 35.0, 21.0, 32.7762
209453, 35.0, 21.0, 32.7762
209974, 35.0, 21.0, 32.7762
210499, 35.0, 21.0, 32.7762
211022, 35.0, 21.0, 32.7762
211542, 35.0, 21.0, 32.7762
212068, 35.0, 21.0, 31.8233
212591, 35.0, 21.0, 31.8233
213115, 35.0, 21.0, 32.7762
213635, 36.0, 20.0, 32.7762
214160, 35.0, 21.0, 31.8233
214684, 35.0, 21.0, 32.7762
215204, 35.0, 21.0, 32.7762
215728, 36.0, 20.0, 31.8233
216253, 35.0, 21.0, 32.7762
216772, 35.0, 21.0, 32.7762
217297, 35.0, 21.0, 31.8233
217821, 36.0, 20.0, 32.7762
218341, 35.0, 21.0, 31.8233
218865, 36.0, 20.0, 32.7762
219390, 35.0, 21.0, 32.7762
219915, 35.0, 21.0, 32.7762
220435, 35.0, 21.0, 32.7762
220959, 36.0, 20.0, 31.8233
221483, 36.0, 20.0, 32.7762
222004, 35.0, 21.0, 32.7762
222527, 35.0, 21.0, 33.7291
223051, 36.0, 20.0, 32.7762
223571, 35.0, 21.0, 32.7762
224096, 36.0, 20.0, 31.8233
224620, 35.0, 21.0, 32.7762
225140, 35.0, 21.0, 32.7762
225665, 35.0, 21.0, 33.7291
226189, 36.0, 20.0, 32.7762
226713, 36.0, 20.0, 32.7762
227233, 36.0, 20.0, 32.7762
227757, 35.0, 21.0, 32.7762
228281, 36.0, 20.0, 32.7762
228802, 36.0, 20.0, 32.7762
229326, 35.0, 21.0, 32.7762
229850, 36.0, 20.0, 32.7762
230370, 36.0, 20.0, 31.8233
230893, 35.0, 21.0, 32.7762
231419, 36.0, 20.0, 32.7762
231939, 36.0, 20.0, 33.7291
232463, 36.0, 20.0, 31.8233
232987, 36.0, 20.0, 33.7291
233509, 36.0, 20.0, 32.7762
234033, 35.0, 21.0, 33.7291
234556, 35.0, 21.0, 33.7291
235080, 35.0, 21.0, 33.7291
235600, 36.0, 20.0, 33.7291
236125, 35.0, 21.0, 33.7291
236649, 35.0, 21.0, 34.6819
237169, 35.0, 21.0, 34.6819
237693, 35.0, 21.0, 34.6819
238218, 36.0, 20.0, 33.7291
238738, 35.0, 21.0, 34.6819
239262, 36.0, 20.0, 33.7291
239786, 36.0, 20.0, 33.7291
240306, 35.0, 21.0, 33.7291
240831, 36.0, 20.0, 33.7291
241355, 35.0, 21.0, 33.7291
241879, 36.0, 20.0, 34.6819
242399, 36.0, 20.0, 34.6819
242925, 35.0, 21.0, 38.4935
243448, 35.0, 21.0, 38.4935
243968, 36.0, 20.0, 38.4935
244493, 36.0, 20.0, 39.4463
245016, 35.0, 21.0, 39.4463
245538, 36.0, 20.0, 38.4935
246061, 35.0, 21.0, 38.4935
246586, 36.0, 20.0, 38.4935
247106, 35.0, 21.0, 38.4935
247630, 35.0, 21.0, 38.4935
248154, 36.0, 20.0, 39.4463
248674, 36.0, 20.0, 38.4935
249200, 36.0, 20.0, 39.4463
249722, 36.0, 20.0, 38.4935
250247, 35.0, 21.0, 38.4935
250767, 36.0, 20.0, 38.4935
251291, 35.0, 21.0, 38.4935
251815, 36.0, 20.0, 38.4935
252335, 36.0, 20.0, 37.5406
252860, 35.0, 21.0, 38.4935
253386, 36.0, 20.0, 38.4935
253905, 35.0, 21.0, 37.5406
254428, 36.0, 20.0, 37.5406
254953, 36.0, 20.0, 38.4935
255473, 36.0, 20.0, 37.5406
255997, 36.0, 20.0, 37.5406
256523, 35.0, 21.0, 38.4935
257047, 36.0, 20.0, 37.5406
257568, 36.0, 20.0, 37.5406
258090, 36.0, 20.0, 38.4935
258615, 35.0, 21.0, 36.5877
259134, 36.0, 20.0, 37.5406
259659, 36.0, 20.0, 37.5406
260183, 36.0, 20.0, 38.4935
260703, 36.0, 20.0, 37.5406
261227, 35.0, 21.0, 36.5877
261751, 36.0, 20.0, 37.5406
262272, 35.0, 21.0, 36.5877
262796, 35.0, 21.0, 37.5406
263321, 36.0, 20.0, 36.5877
263841, 35.0, 21.0, 36.5877
264365, 36.0, 20.0, 36.5877
264889, 36.0, 20.0, 37.5406
265409, 35.0, 21.0, 36.5877
265933, 35.0, 21.0, 36.5877
266457, 35.0, 21.0, 36.5877
266982, 36.0, 20.0, 36.5877
267502, 36.0, 20.0, 36.5877
268026, 35.0, 21.0, 37.5406
268550, 36.0, 20.0, 36.5877
269071, 36.0, 20.0, 36.5877
269595, 35.0, 21.0, 35.6348
270119, 35.0, 21.0, 36.5877
270639, 35.0, 21.0, 36.5877
271164, 36.0, 20.0, 36.5877
271688, 35.0, 21.0, 36.5877
272208, 36.0, 20.0, 35.6348
272732, 35.0, 21.0, 36.5877
273256, 36.0, 20.0, 36.5877
273778, 36.0, 20.0, 35.6348
274302, 36.0, 20.0, 35.6348
274825, 36.0, 20.0, 35.6348
275349, 36.0, 20.0, 36.5877
275870, 36.0, 20.0, 36.5877
276394, 36.0, 20.0, 35.6348
276918, 36.0, 20.0, 35.6348
277438, 35.0, 21.0, 35.6348
277962, 35.0, 21.0, 35.6348
278487, 36.0, 20.0, 34.6819
279007, 36.0, 20.0, 35.6348
279531, 36.0, 20.0, 33.7291
280055, 36.0, 20.0, 34.6819
280575, 36.0, 20.0, 34.6819
281100, 36.0, 20.0, 34.6819
281624, 35.0, 21.0, 34.6819
282144, 36.0, 20.0, 33.7291
282668, 36.0, 20.0, 34.6819
283192, 35.0, 21.0, 34.6819
283713, 36.0, 20.0, 34.6819
284237, 36.0, 20.0, 34.6819
284762, 36.0, 20.0, 34.6819
285285, 35.0, 21.0, 34.6819
285806, 36.0, 20.0, 34.6819
286330, 36.0, 20.0, 34.6819
286855, 36.0, 20.0, 33.7291
287374, 35.0, 21.0, 33.7291
287898, 35.0, 21.0, 34.6819
288424, 36.0, 20.0, 33.7291
288944, 35.0, 21.0, 33.7291
289467, 36.0, 20.0, 34.6819
289991, 35.0, 21.0, 34.6819
290512, 35.0, 21.0, 34.6819
291036, 36.0, 20.0, 33.7291
291560, 36.0, 20.0, 33.7291
292081, 36.0, 20.0, 33.7291
292604, 35.0, 21.0, 33.7291
293129, 36.0, 20.0, 33.7291
293653, 36.0, 20.0, 33.7291
294174, 35.0, 21.0, 33.7291
294697, 36.0, 20.0, 32.7762
295222, 36.0, 20.0, 33.7291
295742, 36.0, 20.0, 33.7291
296266, 36.0, 20.0, 33.7291
296790, 36.0, 20.0, 33.7291
297310, 36.0, 20.0, 33.7291
297836, 36.0, 20.0, 32.7762
298359, 36.0, 20.0, 33.7291
298879, 35.0, 21.0, 33.7291
299403, 36.0, 20.0, 33.7291
299928, 36.0, 20.0, 33.7291
300448, 35.0, 21.0, 32.7762
300975, 36.0, 20.0, 33.7291
301522, 35.0, 21.0, 32.7762
302016, 36.0, 20.0, 32.7762
302541, 36.0, 20.0, 32.7762
